group_evaluated,total_points,mean_points,gt_lies,gt_half_truths,gt_truths,mean_points_check,bfi2_e,bfi2_a,bfi2_c,bfi2_n,bfi2_o,bfi2_e_sociability,bfi2_e_assertiveness,bfi2_e_energy_level,bfi2_a_compassion,bfi2_a_respectfulness,bfi2_a_trust,bfi2_c_organization,bfi2_c_productiveness,bfi2_c_responsibility,bfi2_n_anxiety,bfi2_n_depression,bfi2_n_emotional_volatility,bfi2_o_intellectual_curiosity,bfi2_o_aesthetic_sensitivity,bfi2_o_creative_imagination,bfi1_evaluated,bfi2_evaluated,rbfi3_evaluated,rbfi4_evaluated,rbfi5_evaluated,bfi6_evaluated,bfi7_evaluated,rbfi8_evaluated,rbfi9_evaluated,bfi10_evaluated,rbfi11_evaluated,rbfi12_evaluated,bfi13_evaluated,bfi14_evaluated,bfi15_evaluated,rbfi16_evaluated,rbfi17_evaluated,bfi18_evaluated,bfi19_evaluated,bfi20_evaluated,bfi21_evaluated,rbfi22_evaluated,rbfi23_evaluated,rbfi24_evaluated,rbfi25_evaluated,rbfi26_evaluated,bfi27_evaluated,rbfi28_evaluated,rbfi29_evaluated,rbfi30_evaluated,rbfi31_evaluated,bfi32_evaluated,bfi33_evaluated,bfi34_evaluated,bfi35_evaluated,rbfi36_evaluated,rbfi37_evaluated,bfi38_evaluated,bfi39_evaluated,bfi40_evaluated,bfi41_evaluated,rbfi42_evaluated,bfi43_evaluated,rbfi44_evaluated,rbfi45_evaluated,bfi46_evaluated,rbfi47_evaluated,rbfi48_evaluated,rbfi49_evaluated,rbfi50_evaluated,rbfi51_evaluated,bfi52_evaluated,bfi53_evaluated,bfi54_evaluated,rbfi55_evaluated,bfi56_evaluated,bfi57_evaluated,rbfi58_evaluated,bfi59_evaluated,bfi60_evaluated,bfi1_gt,bfi2_gt,rbfi3_gt,rbfi4_gt,rbfi5_gt,bfi6_gt,bfi7_gt,rbfi8_gt,rbfi9_gt,bfi10_gt,rbfi11_gt,rbfi12_gt,bfi13_gt,bfi14_gt,bfi15_gt,rbfi16_gt,rbfi17_gt,bfi18_gt,bfi19_gt,bfi20_gt,bfi21_gt,rbfi22_gt,rbfi23_gt,rbfi24_gt,rbfi25_gt,rbfi26_gt,bfi27_gt,rbfi28_gt,rbfi29_gt,rbfi30_gt,rbfi31_gt,bfi32_gt,bfi33_gt,bfi34_gt,bfi35_gt,rbfi36_gt,rbfi37_gt,bfi38_gt,bfi39_gt,bfi40_gt,bfi41_gt,rbfi42_gt,bfi43_gt,rbfi44_gt,rbfi45_gt,bfi46_gt,rbfi47_gt,rbfi48_gt,rbfi49_gt,rbfi50_gt,rbfi51_gt,bfi52_gt,bfi53_gt,bfi54_gt,rbfi55_gt,bfi56_gt,bfi57_gt,rbfi58_gt,bfi59_gt,bfi60_gt,Submitted,encoded,bfi1_extracted,bfi2_extracted,rbfi3_extracted,rbfi4_extracted,rbfi5_extracted,bfi6_extracted,bfi7_extracted,rbfi8_extracted,rbfi9_extracted,bfi10_extracted,rbfi11_extracted,rbfi12_extracted,bfi13_extracted,bfi14_extracted,bfi15_extracted,rbfi16_extracted,rbfi17_extracted,bfi18_extracted,bfi19_extracted,bfi20_extracted,bfi21_extracted,rbfi22_extracted,rbfi23_extracted,rbfi24_extracted,rbfi25_extracted,rbfi26_extracted,bfi27_extracted,rbfi28_extracted,rbfi29_extracted,rbfi30_extracted,rbfi31_extracted,bfi32_extracted,bfi33_extracted,bfi34_extracted,bfi35_extracted,rbfi36_extracted,rbfi37_extracted,bfi38_extracted,bfi39_extracted,bfi40_extracted,bfi41_extracted,rbfi42_extracted,bfi43_extracted,rbfi44_extracted,rbfi45_extracted,bfi46_extracted,rbfi47_extracted,rbfi48_extracted,rbfi49_extracted,rbfi50_extracted,rbfi51_extracted,bfi52_extracted,bfi53_extracted,bfi54_extracted,rbfi55_extracted,bfi56_extracted,bfi57_extracted,rbfi58_extracted,bfi59_extracted,bfi60_extracted,order,group_extracted
FG,212,3.533333333333333,3,24,33,3.5333333333333328,3.9166666666666665,3.6666666666666665,4.416666666666667,1.9166666666666667,3.75,3.25,3.75,4.75,4.25,3.75,3.0,4.25,4.0,5.0,1.75,2.0,2.0,3.5,4.0,3.75,4,5,4,1,3,4,5,4,1,4,5,2,5,4,3,3,2,3,2,5,4,2,3,4,3,4,3,5,1,4,2,5,5,2,3,4,3,4,2,4,5,3,5,2,4,4,5,5,2,5,3,5,5,1,3,5,4,5,1,4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2024-01-29 15:46:19.949530400,454134541452543323254234343514255234342453524455253551354514,4,5,4,1,3,4,5,4,1,4,5,2,5,4,3,3,2,3,2,5,4,2,3,4,3,4,3,5,1,4,2,5,5,2,3,4,3,4,2,4,5,3,5,2,4,4,5,5,2,5,3,5,5,1,3,5,4,5,1,4,25,FG
FG,234,3.9,0,2,58,3.9,2.9166666666666665,4.666666666666667,4.416666666666667,3.5,4.0,3.0,1.75,4.0,4.75,5.0,4.25,4.75,4.25,4.25,4.0,3.25,3.25,4.25,4.25,3.5,4,5,5,3,4,2,5,4,4,4,5,4,4,3,3,2,5,4,4,4,1,5,5,2,4,3,5,4,4,4,2,4,5,5,4,2,5,4,4,5,4,4,4,2,4,4,5,5,4,5,2,5,4,3,4,4,4,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29 15:57:35.812171600,455342544454433254441552435444245542544544424455452543444543,4,5,5,3,4,2,5,4,4,4,5,4,4,3,3,2,5,4,4,4,1,5,5,2,4,3,5,4,4,4,2,4,5,5,4,2,5,4,4,5,4,4,4,2,4,4,5,5,4,5,2,5,4,3,4,4,4,5,4,3,26,FG
FG,224,3.733333333333333,0,5,55,3.733333333333333,3.8333333333333335,4.5,4.333333333333333,1.75,4.25,3.25,4.0,4.25,4.25,4.75,4.5,4.25,4.25,4.5,2.0,2.0,1.25,4.25,4.0,4.5,4,4,4,2,4,3,5,5,2,5,5,5,4,1,4,3,4,4,2,4,4,5,4,2,4,4,4,4,1,5,3,4,4,2,4,5,5,4,2,4,4,5,5,2,5,3,5,5,2,4,4,4,4,2,4,4,4,5,1,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2024-01-30 10:36:10.914360800,444243552555414344244542444415344245542445525355244442444514,4,4,4,2,4,3,5,5,2,5,5,5,4,1,4,3,4,4,2,4,4,5,4,2,4,4,4,4,1,5,3,4,4,2,4,5,5,4,2,4,4,5,5,2,5,3,5,5,2,4,4,4,4,2,4,4,4,5,1,4,31,FG
FG,218,3.633333333333333,1,1,58,3.6333333333333337,3.4166666666666665,4.583333333333333,4.166666666666667,1.6666666666666667,4.333333333333333,3.5,2.5,4.25,4.75,4.0,5.0,4.0,4.25,4.25,1.75,1.5,1.75,4.5,4.25,4.25,4,4,4,2,4,2,5,5,2,5,5,5,5,1,4,3,5,4,1,5,2,5,3,2,5,4,5,3,2,4,3,5,4,2,4,3,1,4,1,4,4,5,5,2,5,4,5,4,2,4,3,5,5,1,4,4,5,4,2,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-07 08:09:26.535300100,444242552555514354152532545324354243141445525454243551445424,4,4,4,2,4,2,5,5,2,5,5,5,5,1,4,3,5,4,1,5,2,5,3,2,5,4,5,3,2,4,3,5,4,2,4,3,1,4,1,4,4,5,5,2,5,4,5,4,2,4,3,5,5,1,4,4,5,4,2,4,34,FG
FG,206,3.433333333333333,0,0,60,3.4333333333333336,2.833333333333333,3.583333333333333,4.0,3.333333333333333,3.4166666666666665,3.0,2.25,3.25,4.0,3.5,3.25,4.0,4.0,4.0,4.0,3.0,3.0,3.25,4.0,3.0,4,4,4,4,4,2,4,4,3,4,3,3,4,4,2,3,4,4,4,4,2,4,4,3,4,4,4,4,3,4,2,4,4,4,4,3,2,4,3,3,3,2,4,3,3,3,4,4,4,4,2,4,4,3,2,3,4,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-07 08:15:25.218924500,444442443433442344442443444434244443243332433344442443234423,4,4,4,4,4,2,4,4,3,4,3,3,4,4,2,3,4,4,4,4,2,4,4,3,4,4,4,4,3,4,2,4,4,4,4,3,2,4,3,3,3,2,4,3,3,3,4,4,4,4,2,4,4,3,2,3,4,4,2,3,35,FG
FG,218,3.633333333333333,0,8,52,3.6333333333333337,3.9166666666666665,4.166666666666667,4.0,1.0833333333333333,5.0,4.25,4.0,3.5,5.0,3.75,3.75,3.0,4.5,4.5,1.0,1.25,1.0,5.0,5.0,5.0,3,5,4,1,5,5,4,4,2,5,3,3,5,1,5,5,5,4,1,5,4,4,4,1,5,4,5,3,1,5,4,5,2,1,5,4,3,5,1,5,3,3,5,1,5,5,5,2,1,5,3,4,5,1,5,4,4,5,1,5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2024-02-07 08:40:57.529147600,354155442533515554154441545315452154351533515552153451544515,3,5,4,1,5,5,4,4,2,5,3,3,5,1,5,5,5,4,1,5,4,4,4,1,5,4,5,3,1,5,4,5,2,1,5,4,3,5,1,5,3,3,5,1,5,5,5,2,1,5,3,4,5,1,5,4,4,5,1,5,36,FG
FG,231,3.85,6,15,39,3.85,3.8333333333333335,4.166666666666667,4.5,1.8333333333333333,4.916666666666667,3.25,4.25,4.0,4.25,4.5,3.75,4.5,4.25,4.75,2.25,1.5,1.75,4.75,5.0,5.0,4,4,4,1,5,4,5,4,1,4,4,4,5,2,5,3,4,5,3,5,5,4,4,1,5,4,4,4,2,5,3,4,5,3,5,4,5,5,2,5,4,3,5,1,5,3,5,4,2,5,4,4,4,2,5,4,4,5,2,5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2024-02-07 15:18:36.308500700,444154541444525345355441544425345354552543515354254442544525,4,4,4,1,5,4,5,4,1,4,4,4,5,2,5,3,4,5,3,5,5,4,4,1,5,4,4,4,2,5,3,4,5,3,5,4,5,5,2,5,4,3,5,1,5,3,5,4,2,5,4,4,4,2,5,4,4,5,2,5,37,FG
FG,220,3.6666666666666665,0,0,60,3.666666666666667,4.416666666666667,4.25,4.666666666666667,1.5,3.5,4.5,4.25,4.5,3.75,4.5,4.5,4.5,4.75,4.75,1.5,1.5,1.5,3.5,3.0,4.0,4,4,5,2,2,4,4,5,2,4,5,5,4,1,4,5,2,4,1,3,4,5,5,2,4,5,4,5,2,3,5,4,4,1,3,5,5,4,1,2,4,5,5,2,5,4,5,5,2,4,4,4,5,1,4,4,4,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-07 15:19:26.885194200,445224452455414524134552454523544135541245525455244451444514,4,4,5,2,2,4,4,5,2,4,5,5,4,1,4,5,2,4,1,3,4,5,5,2,4,5,4,5,2,3,5,4,4,1,3,5,5,4,1,2,4,5,5,2,5,4,5,5,2,4,4,4,5,1,4,4,4,5,1,4,38,FG
FG,218,3.633333333333333,12,20,28,3.633333333333333,4.0,3.9166666666666665,4.416666666666667,1.6666666666666667,4.166666666666667,3.75,4.0,4.25,4.0,4.25,3.5,4.5,4.5,4.25,2.0,1.25,1.75,4.5,4.0,4.0,4,4,5,1,4,4,5,5,1,5,5,3,5,2,4,3,4,4,1,4,4,4,4,2,4,4,4,4,1,4,4,4,5,2,4,4,4,4,1,4,4,3,4,2,4,4,4,4,4,4,4,4,5,1,5,4,4,4,2,4,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,2024-03-01 17:51:29.683401300,445144551553524344144442444414445244441443424444444451544424,4,4,5,1,4,4,5,5,1,5,5,3,5,2,4,3,4,4,1,4,4,4,4,2,4,4,4,4,1,4,4,4,5,2,4,4,4,4,1,4,4,3,4,2,4,4,4,4,4,4,4,4,5,1,5,4,4,4,2,4,40,FG
FG,239,3.983333333333333,0,0,60,3.983333333333333,4.0,4.416666666666667,4.416666666666667,2.5,4.583333333333333,4.25,4.25,3.5,4.5,4.25,4.5,4.5,4.0,4.75,2.75,2.0,2.75,4.75,4.25,4.75,4,4,4,3,4,4,5,4,2,5,5,4,5,2,5,4,5,5,3,5,5,4,2,2,5,2,5,5,3,4,4,5,4,3,4,4,4,5,2,5,3,4,5,3,5,5,4,5,2,4,4,4,5,2,4,4,5,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04 10:17:09.448246800,444344542554525455355422525534454344452534535545244452445435,4,4,4,3,4,4,5,4,2,5,5,4,5,2,5,4,5,5,3,5,5,4,2,2,5,2,5,5,3,4,4,5,4,3,4,4,4,5,2,5,3,4,5,3,5,5,4,5,2,4,4,4,5,2,4,4,5,4,3,5,42,FG
FG,241,4.016666666666667,9,14,37,4.016666666666668,4.333333333333333,4.666666666666667,4.916666666666667,1.5,4.666666666666667,4.0,4.25,4.75,4.5,5.0,4.5,4.75,5.0,5.0,1.5,1.5,1.5,4.25,4.75,5.0,5,3,5,2,5,3,5,5,2,4,4,5,5,1,5,4,5,5,2,4,4,5,5,2,4,5,4,5,1,5,3,5,4,1,5,5,5,5,1,4,5,5,5,1,5,4,5,5,1,5,5,5,5,1,5,5,4,5,3,5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2024-03-04 10:37:50.220611700,535253552445515455244552454515354155551455515455155551554535,5,3,5,2,5,3,5,5,2,4,4,5,5,1,5,4,5,5,2,4,4,5,5,2,4,5,4,5,1,5,3,5,4,1,5,5,5,5,1,4,5,5,5,1,5,4,5,5,1,5,5,5,5,1,5,5,4,5,3,5,43,FG
FG,206,3.433333333333333,0,0,60,3.4333333333333336,3.4166666666666665,4.083333333333333,3.75,1.75,4.166666666666667,3.5,3.0,3.75,4.0,4.25,4.0,4.0,3.5,3.75,1.75,1.5,2.0,4.5,3.75,4.25,4,5,4,2,3,3,4,4,2,5,4,4,4,2,4,3,3,4,1,3,3,5,3,1,3,3,4,4,2,4,4,4,4,2,4,3,4,3,2,5,4,4,4,2,5,3,4,4,2,5,3,4,4,1,5,4,4,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04 12:24:21.677310600,454233442544424334133531334424444243432544425344253441544324,4,5,4,2,3,3,4,4,2,5,4,4,4,2,4,3,3,4,1,3,3,5,3,1,3,3,4,4,2,4,4,4,4,2,4,3,4,3,2,5,4,4,4,2,5,3,4,4,2,5,3,4,4,1,5,4,4,3,2,4,45,FG
FG,199,3.316666666666667,0,0,60,3.3166666666666664,2.75,3.6666666666666665,3.75,3.083333333333333,3.333333333333333,2.5,3.0,2.75,4.0,4.0,3.0,3.25,4.0,4.0,3.25,3.0,3.0,3.0,3.25,3.75,3,4,4,3,2,3,4,4,2,4,3,4,4,2,4,2,4,3,2,3,2,4,4,2,2,2,2,4,3,4,2,4,2,4,4,3,4,4,4,2,2,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04 15:24:47.190531800,344323442434424243232442222434242443444222434344444444444443,3,4,4,3,2,3,4,4,2,4,3,4,4,2,4,2,4,3,2,3,2,4,4,2,2,2,2,4,3,4,2,4,2,4,4,3,4,4,4,2,2,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,46,FG
FG,193,3.216666666666667,0,0,60,3.2166666666666663,2.583333333333333,3.583333333333333,3.6666666666666665,2.6666666666666665,3.583333333333333,2.25,2.25,3.25,3.5,4.25,3.0,3.75,3.5,3.75,3.25,2.25,2.5,3.25,4.0,3.5,3,4,3,2,4,2,4,4,2,4,3,3,3,2,3,2,2,4,4,4,2,5,3,2,2,4,4,4,3,4,2,4,4,3,4,3,4,3,3,4,2,2,4,3,4,2,4,4,4,4,2,4,4,2,3,4,3,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-15 13:22:13.399200600,343242442433323224442532244434244343433422434244442442343423,3,4,3,2,4,2,4,4,2,4,3,3,3,2,3,2,2,4,4,4,2,5,3,2,2,4,4,4,3,4,2,4,4,3,4,3,4,3,3,4,2,2,4,3,4,2,4,4,4,4,2,4,4,2,3,4,3,4,2,3,48,FG
FG,216,3.6,0,0,60,3.6,3.6666666666666665,4.833333333333333,4.666666666666667,1.0833333333333333,3.75,4.5,2.25,4.25,4.75,5.0,4.75,5.0,4.25,4.75,1.0,1.25,1.0,4.75,3.5,3.0,4,4,5,1,3,2,5,2,2,5,5,5,5,1,2,5,5,5,1,5,3,5,5,1,5,2,5,5,1,3,4,5,5,1,4,2,5,5,1,5,5,4,5,1,4,5,5,5,1,2,2,5,5,1,4,5,5,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-15 13:28:54.643956100,445132522555512555153551525513455142551554514555122551455413,4,4,5,1,3,2,5,2,2,5,5,5,5,1,2,5,5,5,1,5,3,5,5,1,5,2,5,5,1,3,4,5,5,1,4,2,5,5,1,5,5,4,5,1,4,5,5,5,1,2,2,5,5,1,4,5,5,4,1,3,50,FG
FG,187,3.1166666666666667,0,5,55,3.1166666666666663,3.083333333333333,4.583333333333333,3.583333333333333,1.9166666666666667,2.4166666666666665,3.0,2.5,3.75,5.0,5.0,3.75,2.5,4.0,4.25,2.75,1.25,1.75,3.25,1.75,2.25,4,5,3,2,1,2,5,4,2,4,4,4,5,2,3,2,5,2,3,2,2,5,4,1,4,3,4,4,2,2,3,5,2,3,2,4,5,4,1,4,4,3,4,2,2,3,5,3,3,2,2,5,4,1,1,4,4,4,1,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-15 13:38:42.649606100,453212542444523252322541434422352324541443422353322541144412,4,5,3,2,1,2,5,4,2,4,4,4,5,2,3,2,5,2,3,2,2,5,4,1,4,3,4,4,2,2,3,5,2,3,2,4,5,4,1,4,4,3,4,2,2,3,5,3,3,2,2,5,4,1,1,4,4,4,1,2,49,FG
FG,201,3.35,0,5,55,3.35,3.6666666666666665,3.083333333333333,3.583333333333333,2.333333333333333,4.083333333333333,3.75,3.25,4.0,4.5,3.25,1.5,3.0,3.0,4.75,3.25,2.0,1.75,4.0,4.0,4.25,4,4,3,4,4,4,4,3,4,4,5,2,5,3,4,3,4,3,2,4,4,3,2,2,4,4,2,5,2,4,4,5,3,5,4,2,2,3,1,4,3,1,5,1,5,4,5,3,2,4,3,4,4,1,4,4,1,4,1,4,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2024-03-15 14:25:50.609560400,443444434452534343244322442524453542231431515453243441441414,4,4,3,4,4,4,4,3,4,4,5,2,5,3,4,3,4,3,2,4,4,3,2,2,4,4,2,5,2,4,4,5,3,5,4,2,2,3,1,4,3,1,5,1,5,4,5,3,2,4,3,4,4,1,4,4,1,4,1,4,51,FG
FG,239,3.983333333333333,1,6,53,3.983333333333333,4.25,4.416666666666667,5.0,2.1666666666666665,4.083333333333333,4.75,3.5,4.5,4.75,4.25,4.25,5.0,5.0,5.0,2.5,1.75,2.25,4.0,4.0,4.25,5,5,5,2,4,4,4,5,2,5,5,5,5,2,4,4,5,5,2,4,4,5,5,1,4,4,4,5,2,4,5,4,5,2,4,4,4,5,2,3,5,4,5,3,5,5,5,5,4,4,2,4,5,2,4,4,4,5,2,4,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2024-03-15 14:39:29.416440000,555244452555524455244551444524545244452354535555442452444524,5,5,5,2,4,4,4,5,2,5,5,5,5,2,4,4,5,5,2,4,4,5,5,1,4,4,4,5,2,4,5,4,5,2,4,4,4,5,2,3,5,4,5,3,5,5,5,5,4,4,2,4,5,2,4,4,4,5,2,4,52,FG
