type,baked_id,clientX,clientY,x,y,duration,at,maxscroll,text,target,pageview_screenWidth,pageview_screenHeight,pageview_width,pageview_height,pageview_duration,pageview_startedAt,pageview_clientStartedAt,assumed_page_index,question_assumed_page_index,event_index,accurate_timestamp,page_name,page_timestamp
move,0.0,415.0,484.0,415.0,484.0,75.0,1559,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,0,1559,page_1,0
move,1.0,416.0,483.0,416.0,483.0,75.0,1559,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,1,1634,page_1,0
move,0.0,464.0,476.0,464.0,476.5,18.0,18057,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,2,18057,page_1,0
move,1.0,436.0,479.0,436.0,479.5,18.0,18057,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,3,18075,page_1,0
move,0.0,407.0,485.0,407.0,485.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,4,18092,page_1,0
move,1.0,375.0,493.0,375.0,493.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,5,18106,page_1,0
move,2.0,343.0,506.0,343.0,506.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,6,18125,page_1,0
move,3.0,322.0,515.0,322.0,515.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,7,18140,page_1,0
move,4.0,309.0,520.0,309.0,520.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,8,18156,page_1,0
move,5.0,299.0,523.0,299.0,523.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,9,18173,page_1,0
move,6.0,294.0,524.0,294.0,524.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,10,18189,page_1,0
move,7.0,293.0,524.0,293.0,524.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,11,18206,page_1,0
move,8.0,293.0,523.0,293.0,523.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,12,18223,page_1,0
move,9.0,293.0,522.0,293.0,522.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,13,18241,page_1,0
move,10.0,293.0,522.0,293.0,522.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,14,20766,page_1,0
move,11.0,295.0,522.0,295.0,522.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,15,21648,page_1,0
move,12.0,299.0,522.0,299.0,522.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,16,21666,page_1,0
move,13.0,310.0,521.0,310.0,521.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,17,21682,page_1,0
move,14.0,327.0,518.0,327.0,518.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,18,21699,page_1,0
move,15.0,359.0,514.0,359.0,514.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,19,21714,page_1,0
move,16.0,399.0,511.0,399.0,511.5,3640.0,18092,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,20,21732,page_1,0
move,0.0,448.0,507.0,448.0,507.5,6286.0,21748,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,21,21748,page_1,0
move,1.0,476.0,505.0,476.0,505.5,6286.0,21748,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,22,21756,page_1,0
move,2.0,959.0,450.0,959.0,450.5,6286.0,21748,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,23,28016,page_1,0
move,3.0,1002.0,450.0,1002.0,450.5,6286.0,21748,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,24,28034,page_1,0
move,0.0,1019.0,451.0,1019.0,451.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,25,28050,page_1,0
move,1.0,1046.0,454.0,1046.0,454.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,26,28069,page_1,0
move,2.0,1052.0,454.0,1052.0,454.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,27,28082,page_1,0
move,3.0,1060.0,456.0,1060.0,456.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,28,28099,page_1,0
move,4.0,1063.0,457.0,1063.0,457.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,29,28116,page_1,0
move,5.0,1065.0,458.0,1065.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,30,28136,page_1,0
move,6.0,1066.0,458.0,1066.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,31,28152,page_1,0
move,7.0,1066.0,458.0,1066.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,32,28166,page_1,0
move,8.0,1066.0,458.0,1066.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,33,28183,page_1,0
move,9.0,1067.0,458.0,1067.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,34,28199,page_1,0
move,10.0,1067.0,458.0,1067.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,35,28218,page_1,0
move,11.0,1068.0,458.0,1068.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,36,28231,page_1,0
move,12.0,1069.0,458.0,1069.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,37,28248,page_1,0
move,13.0,1069.0,458.0,1069.0,458.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,38,28265,page_1,0
move,14.0,1069.0,459.0,1069.0,459.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,39,50593,page_1,0
move,15.0,1068.0,463.0,1068.0,463.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,40,50608,page_1,0
move,16.0,1066.0,466.0,1066.0,466.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,41,50626,page_1,0
move,17.0,1064.0,470.0,1064.0,470.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,42,50643,page_1,0
move,18.0,1062.0,473.0,1062.0,473.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,43,50661,page_1,0
move,19.0,1062.0,475.0,1062.0,475.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,44,50675,page_1,0
move,20.0,1061.0,476.0,1061.0,476.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,45,50694,page_1,0
move,21.0,1061.0,476.0,1061.0,476.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,46,50711,page_1,0
move,22.0,1061.0,476.0,1061.0,476.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,47,50727,page_1,0
move,23.0,1061.0,477.0,1061.0,477.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,48,65709,page_1,0
move,24.0,1061.0,477.0,1061.0,477.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,49,65722,page_1,0
move,25.0,1061.0,477.0,1061.0,477.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,50,65739,page_1,0
move,26.0,1061.0,478.0,1061.0,478.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,51,65755,page_1,0
move,27.0,1061.0,478.0,1061.0,478.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,52,65806,page_1,0
move,28.0,1061.0,478.0,1061.0,478.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,53,65838,page_1,0
move,29.0,1060.0,479.0,1060.0,479.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,54,79191,page_1,0
move,30.0,1060.0,479.0,1060.0,479.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,55,79209,page_1,0
move,31.0,1060.0,480.0,1060.0,480.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,56,79225,page_1,0
move,32.0,1059.0,481.0,1059.0,481.5,94814.0,28050,,,,1440,900,1440,762,1455591,1709300022385,1709300021591,0,0,57,79238,page_1,0
