type,baked_id,clientX,clientY,x,y,duration,at,maxscroll,text,target,pageview_screenWidth,pageview_screenHeight,pageview_width,pageview_height,pageview_duration,pageview_startedAt,pageview_clientStartedAt,assumed_page_index,question_assumed_page_index,event_index,accurate_timestamp,page_name,page_timestamp
move,0.0,788.0,348.0,788.0,348.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,0,1669,page_1,0
move,1.0,790.0,348.0,790.0,348.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,1,1673,page_1,0
move,2.0,795.0,347.0,795.0,347.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,2,1692,page_1,0
move,3.0,797.0,347.0,797.0,347.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,3,1706,page_1,0
move,4.0,801.0,347.0,801.0,347.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,4,1723,page_1,0
move,5.0,808.0,346.0,808.0,346.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,5,1739,page_1,0
move,6.0,820.0,346.0,820.0,346.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,6,1756,page_1,0
move,7.0,828.0,346.0,828.0,346.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,7,1773,page_1,0
move,8.0,835.0,346.0,835.0,346.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,8,1789,page_1,0
move,9.0,844.0,346.0,844.0,346.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,9,1806,page_1,0
move,10.0,848.0,346.0,848.0,346.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,10,1822,page_1,0
move,11.0,850.0,347.0,850.0,347.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,11,1839,page_1,0
move,12.0,855.0,349.0,855.0,349.0,186.0,1669,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,12,1855,page_1,0
move,0.0,857.0,349.0,857.0,349.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,13,1873,page_1,0
move,1.0,860.0,352.0,860.0,352.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,14,1889,page_1,0
move,2.0,861.0,353.0,861.0,353.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,15,1905,page_1,0
move,3.0,861.0,354.0,861.0,354.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,16,1927,page_1,0
move,4.0,861.0,355.0,861.0,355.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,17,1944,page_1,0
move,5.0,861.0,357.0,861.0,357.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,18,1962,page_1,0
move,6.0,862.0,357.0,862.0,357.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,19,1974,page_1,0
move,7.0,862.0,358.0,862.0,358.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,20,1997,page_1,0
move,8.0,863.0,361.0,863.0,361.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,21,2006,page_1,0
move,9.0,864.0,362.0,864.0,362.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,22,2027,page_1,0
move,10.0,864.0,364.0,864.0,364.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,23,2043,page_1,0
move,11.0,864.0,367.0,864.0,367.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,24,2056,page_1,0
move,12.0,864.0,371.0,864.0,371.0,203.0,1873,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,25,2076,page_1,0
move,0.0,864.0,374.0,864.0,374.0,0.0,2093,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,26,2093,page_1,0
move,0.0,864.0,377.0,864.0,377.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,27,2110,page_1,0
move,1.0,864.0,380.0,864.0,380.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,28,2123,page_1,0
move,2.0,864.0,381.0,864.0,381.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,29,2143,page_1,0
move,3.0,863.0,384.0,863.0,384.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,30,2156,page_1,0
move,4.0,860.0,387.0,860.0,387.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,31,2175,page_1,0
move,5.0,858.0,389.0,858.0,389.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,32,2189,page_1,0
move,6.0,857.0,390.0,857.0,390.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,33,2217,page_1,0
move,7.0,856.0,393.0,856.0,393.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,34,2223,page_1,0
move,8.0,854.0,394.0,854.0,394.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,35,2243,page_1,0
move,9.0,852.0,396.0,852.0,396.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,36,2256,page_1,0
move,10.0,851.0,397.0,851.0,397.0,167.0,2110,,,,1536,864,1536,730,1359017,1710513303614,1710513302561,0,0,37,2277,page_1,0
