type,baked_id,clientX,clientY,x,y,duration,at,maxscroll,text,target,pageview_screenWidth,pageview_screenHeight,pageview_width,pageview_height,pageview_duration,pageview_startedAt,pageview_clientStartedAt,assumed_page_index,question_assumed_page_index,event_index,accurate_timestamp,page_name,page_timestamp
move,0.0,383.0,410.0,383.0,410.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,0,4107,page_1,0
move,1.0,383.0,409.0,383.0,409.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,1,4986,page_1,0
move,2.0,383.0,408.0,383.0,408.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,2,5313,page_1,0
move,3.0,399.0,407.0,399.0,407.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,3,5428,page_1,0
move,4.0,405.0,408.0,405.0,408.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,4,5461,page_1,0
move,5.0,409.0,409.0,409.0,409.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,5,5471,page_1,0
move,6.0,418.0,411.0,418.0,411.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,6,5488,page_1,0
move,7.0,423.0,412.0,423.0,412.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,7,5505,page_1,0
move,8.0,426.0,414.0,426.0,414.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,8,5520,page_1,0
move,9.0,429.0,414.0,429.0,414.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,9,5543,page_1,0
move,10.0,440.0,416.0,440.0,416.0,1471.0,4107,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,10,5578,page_1,0
move,0.0,493.0,432.0,493.0,432.0,0.0,5745,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,11,5745,page_1,0
move,0.0,499.0,434.0,499.0,434.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,12,5761,page_1,0
move,1.0,516.0,439.0,516.0,439.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,13,5779,page_1,0
move,2.0,524.0,441.0,524.0,441.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,14,5808,page_1,0
move,3.0,528.0,443.0,528.0,443.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,15,5824,page_1,0
move,4.0,532.0,444.0,532.0,444.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,16,5859,page_1,0
move,5.0,536.0,445.0,536.0,445.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,17,5893,page_1,0
move,6.0,540.0,446.0,540.0,446.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,18,5923,page_1,0
move,7.0,592.0,448.0,592.0,448.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,19,6177,page_1,0
move,8.0,593.0,448.0,593.0,448.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,20,7440,page_1,0
move,9.0,594.0,448.0,594.0,448.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,21,7708,page_1,0
move,10.0,596.0,448.0,596.0,448.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,22,7743,page_1,0
move,11.0,600.0,449.0,600.0,449.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,23,7777,page_1,0
move,12.0,604.0,450.0,604.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,24,7810,page_1,0
move,13.0,606.0,450.0,606.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,25,7841,page_1,0
move,14.0,608.0,450.0,608.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,26,7876,page_1,0
move,15.0,610.0,450.0,610.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,27,7924,page_1,0
move,16.0,611.0,450.0,611.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,28,7959,page_1,0
move,17.0,612.0,450.0,612.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,29,7992,page_1,0
move,18.0,615.0,450.0,615.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,30,8025,page_1,0
move,19.0,617.0,450.0,617.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,31,8060,page_1,0
move,20.0,620.0,450.0,620.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,32,8092,page_1,0
move,21.0,622.0,450.0,622.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,33,8128,page_1,0
move,22.0,624.0,450.0,624.0,450.0,2399.0,5761,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,34,8160,page_1,0
move,0.0,627.0,450.0,627.0,450.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,35,8194,page_1,0
move,1.0,632.0,450.0,632.0,450.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,36,8228,page_1,0
move,2.0,635.0,450.0,635.0,450.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,37,8259,page_1,0
move,3.0,644.0,449.0,644.0,449.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,38,8294,page_1,0
move,4.0,650.0,449.0,650.0,449.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,39,8323,page_1,0
move,5.0,656.0,448.0,656.0,448.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,40,8361,page_1,0
move,6.0,669.0,446.0,669.0,446.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,41,8394,page_1,0
move,7.0,681.0,444.0,681.0,444.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,42,8427,page_1,0
move,8.0,694.0,442.0,694.0,442.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,43,8459,page_1,0
move,9.0,696.0,442.0,696.0,442.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,44,8489,page_1,0
move,10.0,712.0,438.0,712.0,438.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,45,8524,page_1,0
move,11.0,719.0,436.0,719.0,436.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,46,8561,page_1,0
move,12.0,724.0,435.0,724.0,435.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,47,8594,page_1,0
move,13.0,731.0,433.0,731.0,433.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,48,8628,page_1,0
move,14.0,732.0,432.0,732.0,432.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,49,8661,page_1,0
move,15.0,736.0,432.0,736.0,432.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,50,8694,page_1,0
move,16.0,739.0,430.0,739.0,430.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,51,8725,page_1,0
move,17.0,741.0,429.0,741.0,429.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,52,8761,page_1,0
move,18.0,742.0,429.0,742.0,429.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,53,8827,page_1,0
move,19.0,742.0,428.0,742.0,428.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,54,8861,page_1,0
move,20.0,743.0,428.0,743.0,428.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,55,8893,page_1,0
move,21.0,744.0,428.0,744.0,428.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,56,8926,page_1,0
move,22.0,745.0,428.0,745.0,428.0,8093.0,8194,,,,1536,864,1528,708,1456889,1710758999081,1710758997357,0,0,57,11177,page_1,0
