type,baked_id,clientX,clientY,x,y,duration,at,maxscroll,text,target,pageview_screenWidth,pageview_screenHeight,pageview_width,pageview_height,pageview_duration,pageview_startedAt,pageview_clientStartedAt,assumed_page_index,question_assumed_page_index,event_index,accurate_timestamp,page_name,page_timestamp
move,0.0,609.0,273.0,609.0,273.0,0.0,5668,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,0,5668,page_1,0
move,0.0,648.0,254.0,648.0,254.0,518.0,5701,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,1,5701,page_1,0
move,1.0,664.0,245.0,664.0,245.0,518.0,5701,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,2,5724,page_1,0
move,2.0,664.0,246.0,664.0,246.0,518.0,5701,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,3,6219,page_1,0
move,0.0,666.0,260.0,666.0,260.0,0.0,6251,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,4,6251,page_1,0
move,0.0,676.0,296.0,676.0,296.0,0.0,6286,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,5,6286,page_1,0
move,0.0,681.0,312.0,681.0,312.0,410.0,6316,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,6,6316,page_1,0
move,1.0,682.0,317.0,682.0,317.0,410.0,6316,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,7,6352,page_1,0
move,2.0,682.0,324.0,682.0,324.0,410.0,6316,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,8,6726,page_1,0
move,0.0,681.0,340.0,681.0,340.0,0.0,6749,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,9,6749,page_1,0
move,0.0,681.0,371.0,681.0,371.0,831.0,6784,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,10,6784,page_1,0
move,1.0,683.0,389.0,683.0,389.0,831.0,6784,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,11,6863,page_1,0
move,2.0,685.0,398.0,685.0,398.0,831.0,6784,,,,1366,768,1366,599,1663186,1710508265174,1710508264972,0,0,12,6884,page_1,0
