type,baked_id,clientX,clientY,x,y,duration,at,maxscroll,text,target,pageview_screenWidth,pageview_screenHeight,pageview_width,pageview_height,pageview_duration,pageview_startedAt,pageview_clientStartedAt,assumed_page_index,question_assumed_page_index,event_index,accurate_timestamp,page_name,page_timestamp
move,0.0,720.0,285.0,720.0,285.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,0,1457,page_1,0
move,1.0,709.0,281.0,709.0,281.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,1,1507,page_1,0
move,2.0,691.0,274.0,691.0,274.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,2,1548,page_1,0
move,3.0,689.0,273.0,689.0,273.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,3,1575,page_1,0
move,4.0,687.0,272.0,687.0,272.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,4,1587,page_1,0
move,5.0,685.0,269.0,685.0,269.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,5,1620,page_1,0
move,6.0,685.0,268.0,685.0,268.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,6,1653,page_1,0
move,7.0,684.0,267.0,684.0,267.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,7,1686,page_1,0
move,8.0,683.0,266.0,683.0,266.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,8,1719,page_1,0
move,9.0,683.0,266.0,683.0,266.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,9,1753,page_1,0
move,10.0,681.0,264.0,681.0,264.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,10,1787,page_1,0
move,11.0,677.0,261.0,677.0,261.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,11,1820,page_1,0
move,12.0,674.0,258.0,674.0,258.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,12,1854,page_1,0
move,13.0,668.0,255.0,668.0,255.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,13,1886,page_1,0
move,14.0,667.0,255.0,667.0,255.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,14,1921,page_1,0
move,15.0,667.0,254.0,667.0,254.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,15,1953,page_1,0
move,16.0,667.0,254.0,667.0,254.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,16,1986,page_1,0
move,17.0,666.0,254.0,666.0,254.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,17,2019,page_1,0
move,18.0,667.0,254.0,667.0,254.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,18,2053,page_1,0
move,19.0,666.0,254.0,666.0,254.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,19,2086,page_1,0
move,20.0,668.0,254.0,668.0,254.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,20,2119,page_1,0
move,21.0,672.0,255.0,672.0,255.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,21,2153,page_1,0
move,22.0,682.0,258.0,682.0,258.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,22,2187,page_1,0
move,23.0,695.0,264.0,695.0,264.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,23,2220,page_1,0
move,24.0,710.0,270.0,710.0,270.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,24,2252,page_1,0
move,25.0,717.0,272.0,717.0,272.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,25,2286,page_1,0
move,26.0,722.0,273.0,722.0,273.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,26,2319,page_1,0
move,27.0,725.0,274.0,725.0,274.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,27,2353,page_1,0
move,28.0,728.0,274.0,728.0,274.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,28,2386,page_1,0
move,29.0,733.0,275.0,733.0,275.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,29,2419,page_1,0
move,30.0,741.0,276.0,741.0,276.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,30,2453,page_1,0
move,31.0,743.0,276.0,743.0,276.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,31,2487,page_1,0
move,32.0,741.0,276.0,741.0,276.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,32,2886,page_1,0
move,33.0,724.0,279.0,724.0,279.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,33,2919,page_1,0
move,34.0,705.0,282.0,705.0,282.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,34,2953,page_1,0
move,35.0,691.0,301.0,691.0,301.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,35,2987,page_1,0
move,36.0,679.0,342.0,679.0,342.0,1562.0,1457,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,36,3019,page_1,0
move,0.0,661.0,396.0,661.0,396.0,0.0,3053,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,37,3053,page_1,0
move,0.0,661.0,467.0,661.0,467.0,0.0,3086,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,38,3086,page_1,0
move,0.0,673.0,524.0,673.0,524.0,0.0,3119,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,39,3119,page_1,0
move,0.0,693.0,556.0,693.0,556.0,0.0,3153,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,40,3153,page_1,0
move,0.0,718.0,583.0,718.0,583.0,0.0,3187,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,41,3187,page_1,0
move,0.0,740.0,598.0,740.0,598.0,33.0,3220,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,42,3220,page_1,0
move,1.0,776.0,609.0,776.0,609.0,33.0,3220,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,43,3253,page_1,0
move,0.0,796.0,616.0,796.0,616.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,44,3287,page_1,0
move,1.0,821.0,622.0,821.0,622.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,45,3319,page_1,0
move,2.0,835.0,625.0,835.0,625.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,46,3353,page_1,0
move,3.0,845.0,631.0,845.0,631.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,47,3387,page_1,0
move,4.0,856.0,637.0,856.0,637.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,48,3420,page_1,0
move,5.0,859.0,638.0,859.0,638.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,49,3456,page_1,0
move,6.0,861.0,640.0,861.0,640.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,50,3488,page_1,0
move,7.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,51,3519,page_1,0
move,8.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,52,3553,page_1,0
move,9.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,53,3686,page_1,0
move,10.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,54,3719,page_1,0
move,11.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,55,3920,page_1,0
move,12.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,56,4052,page_1,0
move,13.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,57,4087,page_1,0
move,14.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,58,4220,page_1,0
move,15.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,59,4855,page_1,0
move,16.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,60,9888,page_1,0
move,17.0,862.0,641.0,862.0,641.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,61,9921,page_1,0
move,18.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,62,9953,page_1,0
move,19.0,862.0,642.0,862.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,63,9990,page_1,0
move,20.0,859.0,642.0,859.0,642.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,64,10020,page_1,0
move,21.0,863.0,644.0,863.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,65,10486,page_1,0
move,22.0,863.0,644.0,863.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,66,10589,page_1,0
move,23.0,863.0,644.0,863.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,67,10620,page_1,0
move,24.0,864.0,644.0,864.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,68,10653,page_1,0
move,25.0,864.0,644.0,864.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,69,10753,page_1,0
move,26.0,864.0,644.0,864.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,70,10919,page_1,0
move,27.0,864.0,644.0,864.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,71,11119,page_1,0
move,28.0,864.0,644.0,864.0,644.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,72,11321,page_1,0
move,29.0,865.0,643.0,865.0,643.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,73,12753,page_1,0
move,30.0,865.0,641.0,865.0,641.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,74,12791,page_1,0
move,31.0,864.0,640.0,864.0,640.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,75,12820,page_1,0
move,32.0,862.0,640.0,862.0,640.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,76,12853,page_1,0
move,33.0,861.0,639.0,861.0,639.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,77,12888,page_1,0
move,34.0,854.0,637.0,854.0,637.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,78,12921,page_1,0
move,35.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,79,12953,page_1,0
move,36.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,80,12988,page_1,0
move,37.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,81,13019,page_1,0
move,38.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,82,13087,page_1,0
move,39.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,83,13121,page_1,0
move,40.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,84,13153,page_1,0
move,41.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,85,13255,page_1,0
move,42.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,86,13288,page_1,0
move,43.0,853.0,636.0,853.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,87,13353,page_1,0
move,44.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,88,13389,page_1,0
move,45.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,89,13953,page_1,0
move,46.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,90,14055,page_1,0
move,47.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,91,14455,page_1,0
move,48.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,92,14519,page_1,0
move,49.0,852.0,636.0,852.0,636.0,11268.0,3287,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,93,14555,page_1,0
move,0.0,852.0,636.0,852.0,636.0,700.0,14653,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,94,14653,page_1,0
move,1.0,851.0,636.0,851.0,636.0,700.0,14653,,,,2560,1440,1708,1098,1396753,1706204975029,1706204973724,0,0,95,14789,page_1,0
